"pid","final_sale_price"
121,743270.877097185
122,127802.947390297
123,325250.243469216
124,355494.144386081
125,92053.1215570302
126,447377.618148289
127,63747.0166097305
128,195838.225623914
129,465714.881831988
130,350854.634213452
131,248446.833307801
132,344537.664821309
133,136439.230611117
134,530690.381097632
135,178362.187707243
136,489295.735279265
137,221459.568411338
138,300008.538921149
139,299049.367482956
140,138750.234229885
141,331376.800353388
142,146035.266723448
143,166162.567963957
144,173054.44155734
145,126662.667280696
146,611389.864445622
147,537844.403096372
148,163382.980048738
149,104403.2560378
150,886827.045446029
151,351383.161344993
152,198570.669320567
153,206960.061332393
154,169838.672185074
155,675329.668065935
156,333356.704236851
157,375592.144568834
158,27602.4510918625
159,249367.553173107
160,141535.63975814
161,381747.221897227
162,178788.311430445
163,140646.224762471
164,943605.671090276
165,520552.50083811
166,429798.516745349
167,712901.29210766
168,56775.0417649015
169,272763.870596569
170,517711.955358456
171,296637.066282178
172,190372.657123172
173,190152.095482537
174,149743.943312553
175,125122.35218567
176,515535.382938208
177,131089.572603628
178,249332.366942404
179,79978.3716366883
180,107553.869437961
181,64967.0597685137
182,229346.549167531
183,249257.110456646
184,128187.181957882
185,140379.483317325
186,237294.027503364
187,95455.0119868068
188,117284.155312235
189,138268.196058111
190,308293.467755051
191,53155.0945880233
192,159893.640126604
193,46396.6548496639
194,272019.369535913
195,297618.228030866
196,27112.1988103166
197,207802.650132457
198,394524.839645644
199,178841.335511918
200,273209.659483541
201,120967.978685135
202,365751.445575071
203,392565.41183559
204,71841.8922611043
205,132201.128343707
206,89579.6421993465
207,508750.269452012
208,98140.6367709381
209,263389.866465713
210,391165.172869816
211,160519.570289062
212,418460.637473037
213,372612.369661738
214,381594.842757706
215,125073.57590456
216,167477.689946659
217,229105.501806715
218,295632.997780882
219,969125.189653538
220,142197.470020073
221,320122.889823596
222,278006.576571434
223,1026393.87040854
224,304264.873867128
225,203227.195706287
226,358494.712026157
227,138310.696794964
228,142234.108417061
229,387379.447623039
230,196896.640776133
231,293931.43936257
232,86055.6331137834
233,159399.104066612
234,164652.965876732
235,611606.503448648
236,689190.955607094
237,301279.785688007
238,643212.636370112
239,96399.5290510455
240,1190145.54973305
241,276330.248243555
242,1151112.89872006
243,125603.228769616
244,138894.701500819
245,377175.575771973
246,320440.550540857
247,87379.0387917401
248,79355.7534238281
249,119754.21315408
250,206362.335787991
251,186564.015859797
252,94776.5475649932
253,313091.598884011
254,235902.435723706
255,95989.4154057042
256,220579.6809544
257,268527.4604845
258,274690.245024106
259,204402.98051502
260,107045.336319092
261,566360.896771638
262,102066.038439147
263,516688.779552323
264,393160.811222527
265,280018.06143439
266,166554.915545026
267,431795.347982609
268,267248.78512341
269,142235.590215807
270,353562.705822154
271,63963.3728497816
272,75700.3520879663
273,105258.865365483
274,59030.8735596731
275,236690.964713962
276,511143.323866485
277,179635.56974992
278,143251.829850438
279,298049.71039985
280,672431.087599442
281,467838.337081807
282,133759.92497366
283,529249.537763769
284,270469.787950365
285,160356.969578722
286,354461.441951958
287,57637.7421364975
288,1059415.68222441
289,597711.319600585
290,651407.008217097
291,195597.35249209
292,216170.307838553
293,748254.938630816
294,412649.593376978
295,157642.335314833
296,78685.6456983632
297,260579.512753564
298,110152.258120629
299,98869.7038467506
300,195361.681223878
301,97047.2475376782
302,243102.448010299
303,683749.002452854
304,354983.21014768
305,285321.920010362
306,343541.04630902
307,482781.474142795
308,151240.890920365
309,338675.257916257
310,286545.581822939
311,790742.920393945
312,834764.852649406
313,55519.3106229141
314,72493.1031179404
315,560171.350610991
316,272283.819054466
317,337659.732980774
318,83177.5379216546
319,516457.197404301
320,418044.901083044
321,426294.549528831
322,330364.945173597
323,188040.180787863
324,66713.8004676331
325,58644.9428680823
326,553754.614770969
327,33618.8539530125
328,210303.908758686
329,125488.676385797
330,163389.551195755
331,97047.2475376782
332,102819.273887273
333,144135.465341563
334,200254.624266264
335,325034.256446699
336,152287.251507802
337,219251.604703423
338,398050.722105767
339,153777.14192178
340,293747.902592199
341,534035.951799068
342,328903.395489774
343,124963.181768039
344,89488.9362639152
345,124216.721714966
346,203730.868670071
347,405402.251746071
348,105700.211627162
349,403456.784916681
350,486712.108269438
351,457640.892114018
352,207290.160516279
353,208517.713472364
354,278663.328510337
355,52400.9602521333
356,105353.369073013
357,177172.408594019
358,293936.363052791
359,152591.736944263
360,283212.544369103
361,170761.707379572
362,60716.0168034828
363,132967.495493246
364,301867.480366061
365,60865.832688849
366,488798.427432217
367,362783.871073395
368,247483.53831551
369,467464.919615644
370,352074.21820141
371,53472.8234977753
372,221038.061938844
373,99769.0555714275
374,878978.638752901
375,150762.434492974
376,350414.001968182
377,146859.173668139
378,194488.689571906
379,388414.139390909
380,220007.108666979
381,101760.911971277
382,223136.705444463
383,1285355.17848994
384,67387.0829454588
385,234965.840417049
386,59573.457446584
387,170376.137577495
388,297994.306341582
389,516253.248978326
390,219558.312925175
391,267742.316708105
392,294140.70402983
393,211788.782318157
394,1420960.1085672
395,330577.520180653
396,278789.120934185
397,276388.36926434
398,87962.975813883
399,320592.70234562
400,91996.866582926
401,295698.497376222
402,160196.721358004
403,366089.858361023
404,302863.52432106
405,137633.228989025
406,42898.7270077421
407,226351.61189512
408,296169.231073099
409,209058.340425941
410,255275.653120849
411,274962.642251609
412,710566.695393714
413,178465.891124616
414,139854.371582134
415,278243.210330122
416,330205.377635053
417,577456.239906515
418,286215.486648496
419,196088.107740842
420,259856.069552207
421,312108.930535752
422,232098.62348085
423,96164.7324461827
424,255265.324645491
425,396614.324369143
426,96887.8186710957
427,408984.666285851
428,151264.266541222
429,181705.435706971
430,235808.332744031
431,607194.292414632
432,183301.215665816
433,749899.203863317
434,113873.422861203
435,480543.326979997
436,129087.95666256
437,219822.210222413
438,112141.083084914
439,1223866.40328119
440,119536.090020405
441,365070.64115847
442,177246.614793197
443,396875.468958424
444,300936.405879297
445,520224.794663306
446,508840.791096132
447,505142.857706101
448,209596.841825095
449,226192.417741598
450,303189.828023294
451,504300.229959985
452,864735.695864064
453,97234.1560435508
454,88505.2672915506
455,219127.025289085
456,378567.373540859
457,354930.016205493
458,1293104.03852957
459,159458.675351109
460,803134.03527017
461,335783.753348906
462,350794.678758148
463,129566.296186875
464,276096.767191903
465,164730.132030349
466,182567.420956528
467,403562.413657404
468,201959.839098792
469,375725.015835967
470,234045.542339463
471,331617.108534397
472,199727.004444639
473,426673.79715055
474,322477.602250281
475,111976.640061414
476,59681.7494243884
477,271432.684312318
478,389093.922383573
479,121849.248844811
480,215871.367171806
481,175718.880000542
482,151340.374968249
483,165708.423596688
484,156685.456697724
485,91004.4717462309
486,79053.2744463806
487,554943.468978482
488,820507.165550563
489,272804.834197322
490,604274.022183856
491,123270.618472721
492,185264.063417473
493,567066.453196596
494,512846.924725019
495,547197.135208831
496,138697.179045873
497,220984.680980431
498,322694.517630697
499,133133.2293312
500,227228.197795524
501,859685.200332613
502,458594.810312111
503,846762.717842933
504,312983.171141078
505,411070.345981489
506,506915.659821961
507,99908.3289765222
508,344040.602277526
509,315609.019749405
510,967505.505894308
511,572705.24947509
512,96688.7390966012
513,244994.78213082
514,588947.828975494
515,493498.197959497
516,983151.747554031
517,196341.398861664
518,143213.829031475
519,199763.268411493
520,66783.5935559631
521,611217.928273565
522,173433.420849837
523,126474.303980663
524,60170.4489835663
525,94821.7689784282
526,334993.801601547
527,115811.418534847
528,170928.731431033
529,194543.101910578
530,466419.346992751
531,212602.11337821
532,52946.5241060866
533,373020.522878529
534,103680.761852132
535,318397.325501048
536,63132.6477878774
537,282787.98795064
538,370925.636004461
539,200263.989484302
540,94490.6984291729
541,283804.771830661
542,287982.014663567
543,586509.625815401
544,288915.84453049
545,216833.763553767
546,634903.806417861
547,213904.17798464
548,629260.623968583
549,108320.609262909
550,152290.326635477
551,175124.127930908
552,274941.412757637
553,130621.828363781
554,129702.373986713
555,90969.8915706788
556,1136699.62943974
557,84846.9070319963
558,297265.83007651
559,523147.732429288
560,496471.573317092
561,86355.46363957
562,568596.948731443
563,187795.815863087
564,70244.2191777648
565,344953.114536255
566,703047.083166571
567,195988.146684761
568,157979.136742278
569,497160.429985098
570,337539.140564525
571,271867.325752198
572,475427.82328533
573,62499.5215249761
574,103573.66378555
575,1017333.32973457
576,475364.303827119
577,950259.171273994
578,143954.708282794
579,397291.311284776
580,101566.217770343
581,454262.127747589
582,46110.3650422775
583,233801.687358181
584,147900.819364944
585,402566.67067658
586,221551.468359718
587,202602.44925209
588,501965.177364583
589,236283.101287601
590,173172.447606213
591,108640.066909644
592,568570.298722824
593,327968.451324419
594,94642.675624906
595,222664.936098958
596,476899.722881754
597,153196.755491934
598,206600.660830807
599,129283.345235589
600,219213.391391556
601,499302.656732456
602,619617.382093607
603,440841.761468608
604,192905.718742945
605,243901.867523668
606,285321.920010362
607,24098.3596193104
608,290939.814667797
609,84487.8682929083
610,298766.31229789
611,757859.430367937
612,650203.227021043
613,198088.760059746
614,136474.881421097
615,192275.653040148
616,389374.601919237
617,120516.771446858
618,293203.390413617
619,314930.801466896
620,288967.92863142
621,328310.341167812
622,227453.427510779
623,170573.467688151
624,100757.658790754
625,193793.649858975
626,208724.131417619
627,694807.996331131
628,53929.8697757485
629,294265.458733383
630,89922.6396985466
631,404956.097782781
632,85729.818513367
633,102013.773909141
634,896337.935570848
635,222852.077142472
636,490735.565621392
637,149001.086985063
638,78933.3661963056
639,158854.50263142
640,555712.654911291
641,209064.173273381
642,378731.795710785
643,384938.592587387
644,283646.120177009
645,481150.688475976
646,389688.160825919
647,255168.615197941
648,314623.884438956
649,289944.045387214
650,169791.454380115
651,135907.591032644
652,228026.315213944
653,141663.142080787
654,136367.216819492
655,469294.406394024
656,1177811.02623812
657,310161.492725766
658,153125.277501283
659,123605.564566811
660,192155.304960817
661,155278.08892137
662,312257.363104309
663,289411.764729689
664,202574.756392857
665,268411.830709378
666,281495.369250062
667,685632.664583704
668,75537.8911311217
669,578733.121474407
670,285300.629419391
671,413144.408580262
672,442106.207523219
673,354169.350739592
674,289088.514767801
675,73174.5018552802
676,617363.960855062
677,282662.73326492
678,107946.695387168
679,157602.453396771
680,459140.729192594
681,353853.230309215
682,515570.357733785
683,90925.5728939442
684,356955.877994391
685,334145.769884164
686,262489.873401934
687,263637.166319192
688,189073.86803752
689,237357.971826218
690,380057.381247409
691,152180.651988811
692,104371.867776435
693,43018.9887679337
694,232700.46500358
695,190367.202195748
696,235910.255456525
697,227785.717000451
698,167651.545430542
699,143415.05353066
700,154837.965949376
701,101290.516541307
702,651821.063275269
703,296192.705609952
704,322436.77262989
705,114856.594314315
706,497193.842038223
707,575643.602258408
708,198343.827149254
709,45783.0091929376
710,280978.613323793
711,390571.715297219
712,562849.07132668
713,281216.377754252
714,129057.284194977
715,64967.0597685137
716,550016.568940259
717,177327.787689541
718,379187.642234556
719,256899.556529384
720,96891.2886601524
721,416128.158143119
722,323023.554507188
723,848989.406113097
724,38140.0741096572
725,108449.562749676
726,299420.566560067
727,127747.648083199
728,72142.4781538348
729,453540.874236472
730,103370.976579207
731,263727.175169126
732,1247812.76227561
733,87792.4363480956
734,264292.955328577
735,151713.459813313
736,122811.117687369
737,56114.3350065723
738,324167.664481007
739,108150.442922861
740,198607.632342786
741,107407.551741723
742,271026.817531515
743,516270.584702949
744,1960517.52499349
745,761268.940807637
746,322476.7838704
747,290857.977215494
748,28460.8654681253
749,311027.165539877
750,126724.285283143
751,421112.045092001
752,37180.764271507
753,505189.622613847
754,459318.347768901
755,108055.439595667
756,510565.223967159
757,52478.5198894868
758,333142.938277185
759,33450.3142617324
760,979286.396691478
761,67268.0662668246
762,267071.437441033
763,293520.9920078
764,655500.406675678
765,280110.052388963
766,174082.81969966
767,247637.599415369
768,167907.721006833
769,245679.926125021
770,434338.682510416
771,181986.483361986
772,36170.3999511672
773,502532.488087943
774,339238.407956731
775,577796.726845637
776,1474574.26775007
777,682495.629455724
778,212137.614313374
779,57162.6693163152
780,586716.634226265
781,417198.085715437
782,238547.964277909
783,365622.070086998
784,193930.952624134
785,37936.7401039285
786,106859.895978775
787,417756.910728952
788,294865.924396982
789,142629.745180528
790,1192160.15087825
791,205459.671446289
792,481109.54142227
793,56819.0061961589
794,410295.640505794
795,2418980.52291478
796,518240.31763793
797,184066.403516988
798,333429.005679608
799,196167.456378284
800,322722.21746924
801,190323.269441782
802,296550.726114896
803,148153.083455164
804,295705.905155616
805,88706.845885503
806,242755.842210655
807,262813.226330777
808,251748.128418856
809,508347.928692396
810,60767.6953658879
811,663665.471116942
812,241983.86897524
813,244439.669682343
814,420718.007112855
815,196453.165967948
816,279062.819732019
817,221925.466382613
818,211473.71625713
819,157552.751508254
820,437178.954099311
821,78388.2773744952
822,219106.655326947
823,279485.419357961
824,106859.895978775
825,288742.082869756
826,139451.933588445
827,455594.069991905
828,234643.244313924
829,395197.498668354
830,297329.084128576
831,192155.304960817
832,540344.023852165
833,148836.636405854
834,700827.818278198
835,188324.207246724
836,138015.551736761
837,771478.040497096
838,256588.255894926
839,144797.804816563
840,420305.758576033
841,336879.780476738
842,154978.429547948
843,82158.2949187373
844,220343.989588329
845,115144.257457434
846,193141.70425206
847,301135.737079634
848,521488.269534703
849,90129.9825697084
850,284849.196796967
851,543984.600033182
852,205275.066602157
853,237780.460138892
854,96783.8926281757
855,149500.65562233
856,466659.192419173
857,182401.580348144
858,112486.415952685
859,166561.041467069
860,57021.5112386874
861,96406.8248608721
862,322340.490588573
863,141734.140207957
864,311155.023621815
865,395364.924292397
866,260657.982061844
867,54544.046893691
868,273199.963053141
869,254274.607476707
870,150509.894559887
871,293639.397545248
872,270324.897596331
873,238030.706332388
874,65671.4596967101
875,496348.983787987
876,413957.990927033
877,325169.38095708
878,1089566.05780368
879,229507.128274195
880,227728.582586963
881,310592.609156361
882,173427.003075542
883,106251.031984778
884,354460.525161486
885,241510.009638118
886,34467.8152511384
887,61649.310660386
888,216968.391658801
889,95216.3634014236
890,138552.81604741
891,881359.916720546
892,723753.263113419
893,378846.742092019
894,227862.134539401
895,114702.163862671
896,126614.816366285
897,95619.2291823133
898,99140.3980350185
899,221493.199352562
900,130434.553944156
901,681069.882246286
902,74947.859325217
903,91115.7430097869
904,737260.760605182
905,89046.4511040773
906,783699.953799878
907,266704.101262041
908,183923.297609285
909,345584.862569241
910,90639.0109311785
911,1051306.41849183
912,167473.003556845
913,414830.947388767
914,47543.8626018792
915,169548.54427842
916,343173.933790582
917,380124.275789685
918,228744.77107955
919,1507915.62768294
920,221079.795259026
921,157480.075131342
922,304095.134191603
923,127036.405444514
924,170235.183531752
925,493691.963532696
926,346242.580758029
927,85470.3155748358
928,217555.518083064
929,624897.645550783
930,82459.1080711215
931,251975.529547099
932,39862.5233767634
933,108460.873498103
934,245787.12851305
935,150029.287055615
936,523991.453289743
937,221325.692229382
938,42377.3579015633
939,139772.910122566
940,197970.854829172
941,240296.990005186
942,333366.313760153
943,116294.746865003
944,68079.188194694
945,91184.2489225227
946,300698.937690194
947,61280.7788036494
948,61889.6648474092
949,286440.840836432
950,286373.467000288
951,321491.183746502
952,1394607.90953461
953,274130.339851312
954,1041507.26313121
955,417366.568654263
956,250256.984215958
957,199875.760878237
958,321806.811393199
959,191009.687089742
960,107795.90292136
961,91978.0057265683
962,521131.583897355
963,244706.254455545
964,318226.47783947
965,123579.741459467
966,429743.243445988
967,186824.046850777
968,240343.732587982
969,135087.042341097
970,620159.02549056
971,124757.933348781
972,341351.467827726
973,238853.483942613
974,61876.3368770512
975,910651.699880801
976,114550.335159965
977,135194.87006983
978,772460.859310607
979,340785.476033398
980,222092.750847874
981,233507.284995248
982,81565.9666239508
983,168695.146680269
984,162222.043636961
985,48491.6917960726
986,202664.223058837
987,1583832.51554884
988,41980.5819103313
989,346641.212508713
990,56838.8413678827
991,517934.237410649
992,451980.873156495
993,421016.884603569
994,147928.211409418
995,62197.0020664403
996,336666.958241915
997,222124.861609322
998,30237.4282140135
999,171004.929313595
1000,361555.310244892
1001,319649.768620933
1002,81396.4008794439
1003,77107.7516555398
1004,138933.583061638
1005,431905.596805539
1006,266895.506801502
1007,402485.893099337
1008,561365.003646318
1009,182746.429214432
1010,114858.552753148
1011,967936.283247591
1012,178284.96927356
1013,560976.851128838
1014,169296.842214432
1015,460576.528155728
1016,563253.762802929
1017,195635.937115833
1018,56262.2316652494
1019,293930.815770863
1020,154552.082663454
1021,227069.742439997
1022,436622.989840001
1023,251660.970915054
1024,243485.169856894
1025,73623.5982801839
1026,136625.767137422
1027,507339.819518725
1028,204663.98679376
1029,69550.2401691565
1030,108051.449797202
1031,395347.518258164
1032,225442.822230033
1033,113462.644068781
1034,171076.604585055
1035,225092.283024612
1036,280107.920236793
1037,59721.1584506356
1038,546550.303468311
1039,81366.329406371
1040,330577.520180653
1041,302695.08243177
1042,122256.545595844
1043,38528.0136862183
1044,338590.623154925
1045,89207.1055616913
1046,265349.91681999
1047,297697.779607465
1048,242789.523103449
1049,550233.8789097
1050,238789.897764072
1051,48597.9905151607
1052,251102.516004407
1053,137976.911750752
1054,779383.691600057
1055,385668.866796311
1056,65612.3754205987
1057,285260.410786866
1058,638191.045419182
1059,413389.842841311
1060,400377.759974136
1061,347498.384234593
1062,307884.345212609
1063,160235.957279067
1064,653523.147912307
1065,48425.3351721234
1066,924684.42790369
1067,527136.136229782
1068,538876.562901502
1069,57637.7421364975
1070,310666.981290853
1071,861429.500861298
1072,533199.832513714
1073,331277.943680634
1074,185321.47603005
1075,318156.968854543
1076,433443.323333488
1077,536468.710742995
1078,568685.123292327
1079,59295.3062590516
1080,78430.5527145877
1081,335692.88574385
1082,339740.344218292
1083,303512.545676999
1084,331920.907489101
1085,248523.605887395
1086,247800.862379004
1087,231499.23356021
1088,57690.6648902635
1089,82487.4981417372
1090,252726.409630306
1091,226683.86830758
1092,424083.029116891
1093,480292.682581184
1094,307717.296835955
1095,420394.277347363
1096,717724.630934765
1097,215674.703578769
1098,264034.835382341
1099,522107.046243183
1100,196869.037303431
1101,427418.624993961
1102,342074.974485994
1103,1242388.51107479
1104,605218.464574379
1105,330920.050767932
1106,355341.925116246
1107,281468.359868274
1108,163337.905777243
1109,149254.302001384
1110,107924.210992987
1111,150041.311898311
1112,107331.109537495
1113,257875.382175331
1114,293906.058118052
1115,568074.37321155
1116,658336.728901832
1117,73816.4230846402
1118,76585.71390285
1119,461860.987502894
1120,195976.306529733
1121,228366.568873954
1122,420803.965521356
1123,339804.162980396
1124,335977.175111398
1125,200969.153115596
1126,206378.924850936
1127,184772.986513059
1128,199891.53000786
1129,669410.430393319
1130,109539.951724938
1131,86906.0990911808
1132,304565.941204044
1133,434552.380929167
1134,401984.564747204
1135,261420.48810457
1136,318777.707620352
1137,70690.0638425494
1138,930854.055362513
1139,378649.605762217
1140,45282.0804250669
1141,409157.785607813
1142,103562.949832102
1143,938412.294600031
1144,302702.577868613
1145,78728.1876175883
1146,90073.3943171368
1147,95045.3459208771
1148,256236.76689538
1149,310572.724825643
1150,69535.1123464788
1151,95177.2361309472
1152,600999.376123553
1153,239207.312903482
1154,48739.0900702377
1155,223664.194682818
1156,503904.303061465
1157,120767.59723351
1158,556216.768795397
1159,128030.570183698
1160,38387.2687796296
1161,80340.4342668289
1162,191379.305196501
1163,375806.731243839
1164,370787.22807224
1165,134604.014420632
1166,164291.665651747
1167,247479.197067704
1168,362261.40098156
1169,176730.67528729
1170,313798.890336693
1171,285412.834612441
1172,57721.1895325767
1173,228403.697307055
1174,693557.430824325
1175,240789.73237575
1176,68791.3124534222
1177,176299.489741477
1178,198345.400285977
1179,284505.104641982
1180,75371.827921172
1181,114729.553463499
1182,523270.028885015
1183,66251.1598821633
1184,222804.592714516
1185,494854.887904419
1186,576240.034763844
1187,969125.189653538
1188,111287.694756662
1189,302562.698257823
1190,205682.146273542
1191,176404.483564689
1192,144688.779144161
1193,544783.137449719
1194,100813.287509774
1195,46465.2906615613
1196,184940.258062941
1197,71806.3693430916
1198,829451.014336297
1199,105173.861781649
1200,241365.744503164
1201,205118.148979461
1202,120159.446330069
1203,83311.7862822383
1204,50725.1666760035
1205,146983.963759832
1206,225637.53207746
1207,274196.83163371
1208,142852.698925286
1209,206066.615031738
1210,281710.964730882
1211,93970.0721256595
1212,362662.15002751
1213,337627.225237222
1214,76208.065047214
1215,186075.216793724
1216,188352.439588129
1217,285352.949264577
1218,886250.858268211
1219,147096.086018391
1220,86081.7882374789
1221,265581.139288364
1222,136649.629731193
1223,226658.06031628
1224,116186.090002205
1225,261934.45106519
1226,506999.300273867
1227,149927.822323477
1228,414079.286324602
1229,266724.407131246
1230,648124.26147264
1231,323767.788871343
1232,97459.693270717
1233,71758.6435824544
1234,220050.609666496
1235,62970.8624130273
1236,310122.157011805
1237,178962.296951647
1238,725966.912280828
1239,566618.044818911
1240,97954.6385139107
1241,151844.717830126
1242,165751.048923062
1243,604986.291050109
1244,322405.43391427
1245,114127.109493789
1246,290161.401320776
1247,120696.404973826
1248,276916.28271614
1249,63115.3416241054
1250,430785.584398098
1251,141689.030454972
1252,691309.039991166
1253,383093.755898595
1254,67182.337391377
1255,971373.347910458
1256,228928.245580956
1257,118805.556715715
1258,200149.058545455
1259,379748.264814881
1260,135270.112395951
1261,272696.099438751
1262,355132.378592743
1263,911500.340016569
1264,119593.631566573
1265,469294.406394024
1266,52742.5971898077
1267,86497.6163676039
1268,58718.931820219
1269,563379.463211516
1270,180710.06404612
1271,256469.535773051
1272,91847.4116826129
1273,206506.705442615
1274,322789.029526476
1275,305629.107190266
1276,370123.923543235
1277,495477.201545679
1278,256213.015444559
1279,302513.114884813
1280,165406.448232613
1281,155998.839095383
1282,768471.25487406
1283,323561.162037828
1284,464384.754166032
1285,270606.608160812
1286,713863.429946236
1287,492883.75669434
1288,44354.8778728844
1289,267235.709480366
1290,106435.625429316
1291,270260.989915712
1292,257815.507514385
1293,39372.4715755197
1294,234807.499659399
1295,234643.244313924
1296,190945.046375916
1297,231497.274277757
1298,272695.715290764
1299,756776.894555752
1300,474033.170234477
1301,28708.3296522521
1302,118856.335462766
1303,251244.278143073
1304,305486.39557157
1305,194740.253914114
1306,162133.203102222
1307,115843.409573647
1308,282653.43926382
1309,287091.618974014
1310,327923.135075988
1311,67773.0583774779
1312,639754.608436867
1313,284002.741708973
1314,552896.387946298
1315,169665.531279064
1316,310161.492725766
1317,285300.629419391
1318,219106.655326947
1319,548401.497212953
1320,63343.1517487035
1321,276924.954766544
1322,292116.179618097
1323,256829.133704347
1324,772018.663237571
1325,271035.801815075
1326,180755.050108744
1327,255861.092212941
1328,522921.937026183
1329,75847.0822383625
1330,686870.459413105
1331,606424.072748136
1332,358503.513936993
1333,371491.054581355
1334,263554.164524932
1335,113240.863247066
1336,207790.491939855
1337,186533.299334735
1338,312519.006050245
1339,60576.2268577207
1340,232322.489725194
1341,1239257.40992551
1342,379336.711305316
1343,702922.876856837
1344,440508.934883272
1345,67193.7714416886
1346,101125.873472513
1347,109432.293732438
1348,663102.63319889
1349,513134.331138574
1350,143542.08639403
1351,212005.041702124
1352,120649.957488291
1353,877815.07411327
1354,352474.271537139
1355,195057.270196364
1356,401984.564747204
1357,49099.3799377569
1358,289297.163982461
1359,108145.504447099
1360,318723.713986357
1361,219806.745077362
1362,525476.151284265
1363,78398.92918766
1364,124338.574081438
1365,303936.525792584
1366,150302.060537164
1367,287461.203287513
1368,672517.011245138
1369,175342.955251953
1370,287351.181497854
1371,197294.021277253
1372,426658.199421481
1373,406848.5129274
1374,125629.527761038
1375,450091.964153397
1376,202593.279330323
1377,246007.185742848
1378,146065.238273975
1379,106410.073677504
1380,131794.62373106
1381,924226.551660351
1382,414072.064760771
1383,573709.016635577
1384,224979.076611122
1385,327936.611821028
1386,263100.024340379
1387,260781.330798362
1388,81813.2346554888
1389,521977.512052606
1390,695255.430265778
1391,1159858.69582325
1392,257094.771541225
1393,57057.1538588523
1394,83784.2736999862
1395,349256.167013787
1396,58523.1049037802
1397,315148.31422144
1398,84749.1990407153
1399,320276.188039593
1400,146477.721723187
1401,291976.857138937
1402,339886.63202378
1403,63648.7516256392
1404,114545.263087424
1405,82228.2941827321
1406,151633.02445751
1407,351356.619917575
1408,650555.691552605
1409,1014975.30467411
1410,333244.25552691
1411,1206131.15943617
1412,580019.4434207
1413,291552.509667513
1414,156943.374398241
1415,158185.573080444
1416,265505.709537379
1417,503268.586361451
1418,207879.349967001
1419,305910.794156003
1420,92977.8787845991
1421,208627.158797164
1422,106118.142144253
1423,74451.3330725773
1424,287036.641497003
1425,162812.503326878
1426,267083.429204176
1427,487348.953115202
1428,266182.509502143
1429,83590.7288898403
1430,251034.575166123
1431,293113.313794031
1432,57341.9680209466
1433,395901.826014297
1434,650070.04278212
1435,122749.042013413
1436,199528.740507933
1437,113309.04357995
1438,497469.180924134
1439,449832.254920821
1440,119952.002569542
1441,613284.688190382
1442,488724.836396071
1443,186402.117749917
1444,132301.913628239
1445,458864.672670825
1446,171732.908318287
1447,82342.8376848023
1448,302593.665475461
1449,125875.066976321
1450,333886.493597659
1451,620932.612708782
1452,293894.915476523
1453,213095.319745106
1454,67278.1296555419
1455,210557.179445721
1456,180365.732005383
1457,407632.196253482
1458,67441.6940718943
1459,297160.001156911
1460,328149.314869515
1461,618284.584574902
1462,210632.373470723
1463,848040.083053116
1464,486908.418542603
1465,280155.529624298
1466,189345.203584253
1467,174183.924012969
1468,264297.115504809
1469,291105.129422909
1470,190152.095482537
1471,1009121.06312308
1472,170334.118256671
1473,234165.744520184
1474,430415.163982396
